Mouse_gene_name	Mouse_id	Predicted_status	Number_of_mouse_orthologs	Degree	Rank	Weighted-degree	Weighted_rank	Zebrafish_gene_name	Zfin_id	Predicted_status	Number_of_zebrafish_orthologs	Degree	Rank	Weighted-degree	Weighted-rank
mmp14	mgi:101900	predicted	NA	78	76	30.9303228042	77	NA	NA	NA	2:mmp14a,mmp14b	NA	NA	NA	NA
emd	mgi:108117	direct_annotation_to_the_hindlimb	NA	7	456	2.76535304506	463	NA	NA	NA	NA	NA	NA	NA	NA
gem225	mgi:5762648	direct_annotation_to_the_hindlimb	NA	1	627	0.300805436665	670	NA	NA	NA	NA	NA	NA	NA	NA
rbl2	mgi:105085	direct_annotation_to_the_hindlimb	NA	17	329	6.04331385343	351	NA	NA	NA	1:rbl2	NA	NA	NA	NA
mmp13	mgi:1340026	direct_annotation_to_the_hindlimb	NA	65	94	25.9965306062	91	NA	NA	NA	2:mmp13a,mmp13b	NA	NA	NA	NA
fmn1	mgi:101815	direct_annotation_to_the_hindlimb	NA	10	412	3.32435112622	441	NA	NA	NA	1:fmn1	NA	NA	NA	NA
foxc2	mgi:1347481	predicted	NA	48	188	17.4167090136	192	NA	NA	NA	NA	NA	NA	NA	NA
stm	mgi:98434	direct_annotation_to_the_hindlimb	NA	1	627	0.305121821408	661	NA	NA	NA	NA	NA	NA	NA	NA
shh	mgi:98297	direct_annotation_to_the_hindlimb	1:shh	103	38	44.4005679454	33	shha	zdb-gene-980526-166	predicted	2:shha,shhb	98	184	48.0501048913	163
shh	mgi:98297	direct_annotation_to_the_hindlimb	1:shh	103	38	44.4005679454	33	shhb	zdb-gene-980526-41	predicted	2:shha,shhb	44	406	20.640260788	404
del(2hoxd8-hoxd13)9ddu	mgi:3616164	direct_annotation_to_the_hindlimb	NA	3	549	1.07921959739	569	NA	NA	NA	NA	NA	NA	NA	NA
pth1r	mgi:97801	direct_annotation_to_the_hindlimb	NA	46	192	18.9293345085	176	NA	NA	NA	2:pth1ra,pth1rb	NA	NA	NA	NA
lama2	mgi:99912	direct_annotation_to_the_hindlimb	NA	12	382	5.34639329496	367	NA	NA	NA	1:lama2	NA	NA	NA	NA
fzd3	mgi:108476	direct_annotation_to_the_hindlimb	NA	25	266	11.2711924515	252	NA	NA	NA	2:fzd3a,fzd3b	NA	NA	NA	NA
hand2	mgi:103580	direct_annotation_to_the_hindlimb	1:hand2	66	91	24.7719448305	101	hand2	zdb-gene-000511-1	predicted	1:hand2	37	433	15.7931505799	437
zhx3	mgi:2444772	direct_annotation_to_the_hindlimb	NA	1	627	0.304779340802	665	NA	NA	NA	1:zhx3	NA	NA	NA	NA
itga7	mgi:102700	direct_annotation_to_the_hindlimb	NA	26	257	11.496905826	250	NA	NA	NA	NA	NA	NA	NA	NA
btd	mgi:1347001	direct_annotation_to_the_hindlimb	NA	1	627	0.325431578687	644	NA	NA	NA	1:btd	NA	NA	NA	NA
ltbp3	mgi:1101355	direct_annotation_to_the_hindlimb	NA	8	436	2.90640630972	456	NA	NA	NA	1:ltbp3	NA	NA	NA	NA
npr2	mgi:97372	direct_annotation_to_the_hindlimb	NA	28	254	9.85307404247	264	NA	NA	NA	1:npr2	NA	NA	NA	NA
tg(thy1-snca*a53t)f53sud	mgi:3811329	direct_annotation_to_the_hindlimb	NA	5	500	1.57835319924	526	NA	NA	NA	NA	NA	NA	NA	NA
slc39a14	mgi:2384851	direct_annotation_to_the_hindlimb	NA	5	500	1.65161247396	520	NA	NA	NA	1:slc39a14	NA	NA	NA	NA
cst10	mgi:1930004	direct_annotation_to_the_hindlimb	NA	11	392	3.41140908311	436	NA	NA	NA	NA	NA	NA	NA	NA
ibsp	mgi:96389	direct_annotation_to_the_hindlimb	NA	45	197	18.7584479987	179	NA	NA	NA	NA	NA	NA	NA	NA
psap	mgi:97783	direct_annotation_to_the_hindlimb	NA	8	436	2.92060734049	455	NA	NA	NA	1:psap	NA	NA	NA	NA
il6	mgi:96559	direct_annotation_to_the_hindlimb	NA	145	12	62.6002837023	12	NA	NA	NA	1:il6	NA	NA	NA	NA
il7	mgi:96561	direct_annotation_to_the_hindlimb	NA	27	256	11.3448290786	251	NA	NA	NA	NA	NA	NA	NA	NA
il4	mgi:96556	direct_annotation_to_the_hindlimb	NA	97	46	41.1803901512	42	NA	NA	NA	1:il4	NA	NA	NA	NA
capn3	mgi:107437	direct_annotation_to_the_hindlimb	NA	18	314	7.04999010637	313	NA	NA	NA	2:capn3a,capn3b	NA	NA	NA	NA
gpc6	mgi:1346322	direct_annotation_to_the_hindlimb	NA	7	456	3.02637362637	452	NA	NA	NA	NA	NA	NA	NA	NA
m5.37.5djba	mgi:4829493	direct_annotation_to_the_hindlimb	NA	58	155	18.0940891705	189	NA	NA	NA	NA	NA	NA	NA	NA
ascc3	mgi:1925237	direct_annotation_to_the_hindlimb	NA	65	94	20.6491603151	124	NA	NA	NA	1:ascc3	NA	NA	NA	NA
stxbp5l	mgi:2443815	direct_annotation_to_the_hindlimb	NA	59	148	18.4517880694	186	NA	NA	NA	1:stxbp5l	NA	NA	NA	NA
rpl38	mgi:1914921	direct_annotation_to_the_hindlimb	NA	3	549	1.35839165738	544	NA	NA	NA	1:rpl38	NA	NA	NA	NA
ift172	mgi:2682064	direct_annotation_to_the_hindlimb	NA	14	359	6.54531476513	326	NA	NA	NA	1:ift172	NA	NA	NA	NA
itgav	mgi:96608	direct_annotation_to_the_hindlimb	NA	34	230	15.3016904191	208	NA	NA	NA	1:itgav	NA	NA	NA	NA
pcsk5	mgi:97515	direct_annotation_to_the_hindlimb	NA	45	197	15.7686314094	204	NA	NA	NA	2:pcsk5a,pcsk5b	NA	NA	NA	NA
sparc	mgi:98373	direct_annotation_to_the_hindlimb	NA	62	99	26.0103224049	90	NA	NA	NA	1:sparc	NA	NA	NA	NA
nos3	mgi:97362	direct_annotation_to_the_hindlimb	NA	78	76	30.866491999	78	NA	NA	NA	NA	NA	NA	NA	NA
cycs	mgi:88578	direct_annotation_to_the_hindlimb	NA	15	350	5.59499110146	358	NA	NA	NA	1:cycsa	NA	NA	NA	NA
cenpj	mgi:2684927	direct_annotation_to_the_hindlimb	NA	4	524	1.58871636367	524	NA	NA	NA	1:cenpj	NA	NA	NA	NA
glce	mgi:2136405	direct_annotation_to_the_hindlimb	NA	6	480	2.62678434503	473	NA	NA	NA	2:glceb,glcea	NA	NA	NA	NA
ofd1	mgi:1350328	direct_annotation_to_the_hindlimb	NA	10	412	3.66868900614	428	NA	NA	NA	NA	NA	NA	NA	NA
smarca4	mgi:88192	direct_annotation_to_the_hindlimb	1:smarca4	90	57	36.4033896101	56	smarca4a	zdb-gene-030605-1	predicted	2:smarca4a,smarca4b	200	18	97.4335889554	11
lep	mgi:104663	direct_annotation_to_the_hindlimb	NA	97	46	40.6877079911	43	NA	NA	NA	2:lepa,lepb	NA	NA	NA	NA
stat1	mgi:103063	direct_annotation_to_the_hindlimb	1:stat1	80	73	33.3038436384	72	stat1b	zdb-gene-030616-23	predicted	2:stat1b,stat1a	62	340	28.9556705284	323
prnp	mgi:97769	direct_annotation_to_the_hindlimb	NA	16	343	5.88532748416	354	NA	NA	NA	2:prnpa,prnpb	NA	NA	NA	NA
tg(prrx1-hand2)2eno	mgi:2652061	direct_annotation_to_the_hindlimb	NA	7	456	2.23719546166	487	NA	NA	NA	NA	NA	NA	NA	NA
ank1	mgi:88024	direct_annotation_to_the_hindlimb	NA	13	370	5.26640039397	370	NA	NA	NA	2:ank1b,ank1a	NA	NA	NA	NA
f2r	mgi:101802	direct_annotation_to_the_hindlimb	NA	17	329	6.28951818712	341	NA	NA	NA	1:f2r	NA	NA	NA	NA
hs6st1	mgi:1354958	direct_annotation_to_the_hindlimb	NA	6	480	2.78254666813	462	NA	NA	NA	2:hs6st1b,hs6st1a	NA	NA	NA	NA
pik3c3	mgi:2445019	direct_annotation_to_the_hindlimb	NA	35	226	13.4122220516	225	NA	NA	NA	NA	NA	NA	NA	NA
gfpt1	mgi:95698	direct_annotation_to_the_hindlimb	NA	7	456	2.26877756029	486	NA	NA	NA	NA	NA	NA	NA	NA
zeb1	mgi:1344313	direct_annotation_to_the_hindlimb	NA	20	299	6.95076820784	316	NA	NA	NA	2:zeb1a,zeb1b	NA	NA	NA	NA
timp1	mgi:98752	direct_annotation_to_the_hindlimb	NA	57	159	24.0549313059	105	NA	NA	NA	NA	NA	NA	NA	NA
wnt3	mgi:98955	direct_annotation_to_the_hindlimb	NA	39	209	16.5579993551	196	NA	NA	NA	1:wnt3	NA	NA	NA	NA
wnt1	mgi:98953	predicted	NA	82	66	35.9468296212	60	NA	NA	NA	1:wnt1	NA	NA	NA	NA
wnt4	mgi:98957	predicted	1:wnt4	83	64	35.40138239	62	wnt4a	zdb-gene-980526-352	predicted	2:wnt4a,wnt4b	68	310	33.098207199	286
mstn	mgi:95691	direct_annotation_to_the_hindlimb	NA	49	185	18.743657034	180	NA	NA	NA	1:mstnb	NA	NA	NA	NA
zic2	mgi:106679	direct_annotation_to_the_hindlimb	NA	24	271	8.35298299239	285	NA	NA	NA	2:zic2a,zic2b	NA	NA	NA	NA
zic3	mgi:106676	direct_annotation_to_the_hindlimb	NA	42	201	14.5205682331	213	NA	NA	NA	1:zic3	NA	NA	NA	NA
tg(prrx1-hand2)6eno	mgi:2652065	direct_annotation_to_the_hindlimb	NA	7	456	2.23719546166	487	NA	NA	NA	NA	NA	NA	NA	NA
tg(sod1*g127x)716mrkl	mgi:5286584	direct_annotation_to_the_hindlimb	NA	5	500	1.66151356931	517	NA	NA	NA	NA	NA	NA	NA	NA
xtol	mgi:5707645	direct_annotation_to_the_hindlimb	NA	1	627	0.350984700253	635	NA	NA	NA	NA	NA	NA	NA	NA
hapln1	mgi:1337006	predicted	NA	25	266	8.90231172458	279	NA	NA	NA	2:hapln1a,hapln1b	NA	NA	NA	NA
atad2b	mgi:2444798	direct_annotation_to_the_hindlimb	NA	8	436	2.6794009863	470	NA	NA	NA	1:atad2b	NA	NA	NA	NA
chkb	mgi:1328313	direct_annotation_to_the_hindlimb	NA	2	589	1.1385336116	562	NA	NA	NA	1:chkb	NA	NA	NA	NA
fgf21	mgi:1861377	direct_annotation_to_the_hindlimb	NA	19	308	7.76604805837	300	NA	NA	NA	1:fgf21	NA	NA	NA	NA
ugt8a	mgi:109522	direct_annotation_to_the_hindlimb	NA	7	456	2.75597348318	464	NA	NA	NA	1:ugt8	NA	NA	NA	NA
adamts6	mgi:1347348	direct_annotation_to_the_hindlimb	NA	1	627	0.309433689177	654	NA	NA	NA	1:adamts6	NA	NA	NA	NA
cyp51	mgi:106040	direct_annotation_to_the_hindlimb	NA	10	412	3.6990762728	427	NA	NA	NA	1:cyp51	NA	NA	NA	NA
spred2	mgi:2150019	direct_annotation_to_the_hindlimb	NA	3	549	1.15337982605	560	NA	NA	NA	2:spred2b,spred2a	NA	NA	NA	NA
fmgty12	mgi:3512951	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
cd47	mgi:96617	direct_annotation_to_the_hindlimb	NA	12	382	5.06044059097	376	NA	NA	NA	NA	NA	NA	NA	NA
2700049a03rik	mgi:1924217	direct_annotation_to_the_hindlimb	NA	13	370	4.83136578959	384	NA	NA	NA	1:si:ch211-185a18.2	NA	NA	NA	NA
lnpk	mgi:1918115	direct_annotation_to_the_hindlimb	NA	14	359	4.70165336753	393	NA	NA	NA	2:lnpk,lnpa	NA	NA	NA	NA
hotair	mgi:3826586	direct_annotation_to_the_hindlimb	NA	2	589	0.633368315014	621	NA	NA	NA	NA	NA	NA	NA	NA
eif2ak3	mgi:1341830	direct_annotation_to_the_hindlimb	NA	25	266	9.15037871357	273	NA	NA	NA	NA	NA	NA	NA	NA
hspg2	mgi:96257	direct_annotation_to_the_hindlimb	1:hspg2	33	236	14.1006309774	220	hspg2	zdb-gene-080807-4	predicted	1:hspg2	20	509	9.68412903819	500
bbs5	mgi:1919819	direct_annotation_to_the_hindlimb	NA	4	524	1.3516934697	545	NA	NA	NA	1:bbs5	NA	NA	NA	NA
chuk	mgi:99484	direct_annotation_to_the_hindlimb	NA	49	185	19.2275670934	171	NA	NA	NA	1:chuk	NA	NA	NA	NA
lepr	mgi:104993	direct_annotation_to_the_hindlimb	NA	152	8	63.4939368648	11	NA	NA	NA	1:lepr	NA	NA	NA	NA
spp1	mgi:98389	predicted	NA	82	66	33.6943594083	70	NA	NA	NA	NA	NA	NA	NA	NA
mxra7	mgi:1914872	direct_annotation_to_the_hindlimb	NA	1	627	0.357698898936	634	NA	NA	NA	NA	NA	NA	NA	NA
col9a1	mgi:88465	direct_annotation_to_the_hindlimb	NA	18	314	7.55168646592	302	NA	NA	NA	2:col9a1a,col9a1b	NA	NA	NA	NA
gaa	mgi:95609	direct_annotation_to_the_hindlimb	NA	5	500	2.31447534774	484	NA	NA	NA	1:gaa	NA	NA	NA	NA
fcsa6	mgi:2668940	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
dbnl	mgi:700006	direct_annotation_to_the_hindlimb	NA	7	456	2.89618158668	458	NA	NA	NA	NA	NA	NA	NA	NA
ypel3	mgi:1913340	direct_annotation_to_the_hindlimb	NA	6	480	1.92086439443	503	NA	NA	NA	1:ypel3	NA	NA	NA	NA
sall4	mgi:2139360	direct_annotation_to_the_hindlimb	NA	11	392	4.09683256882	406	NA	NA	NA	1:sall4	NA	NA	NA	NA
penk	mgi:104629	direct_annotation_to_the_hindlimb	NA	7	456	3.5688271387	431	NA	NA	NA	2:penka,penkb	NA	NA	NA	NA
fam20c	mgi:2136853	direct_annotation_to_the_hindlimb	NA	4	524	1.53403123936	532	NA	NA	NA	1:fam20cb	NA	NA	NA	NA
fmgty1	mgi:3512789	direct_annotation_to_the_hindlimb	NA	39	209	12.119420538	243	NA	NA	NA	NA	NA	NA	NA	NA
m14104asr	mgi:3819960	direct_annotation_to_the_hindlimb	NA	62	99	19.3610745741	164	NA	NA	NA	NA	NA	NA	NA	NA
tnfrsf11b	mgi:109587	direct_annotation_to_the_hindlimb	NA	65	94	25.4219282934	95	NA	NA	NA	1:tnfrsf11b	NA	NA	NA	NA
plp1	mgi:97623	direct_annotation_to_the_hindlimb	NA	12	382	4.40426830636	400	NA	NA	NA	2:plp1b,plp1a	NA	NA	NA	NA
atxn7l3	mgi:3036270	direct_annotation_to_the_hindlimb	NA	59	148	18.5423072089	185	NA	NA	NA	NA	NA	NA	NA	NA
prkd3	mgi:1922542	direct_annotation_to_the_hindlimb	NA	8	436	2.50583430016	478	NA	NA	NA	1:prkd3	NA	NA	NA	NA
stac3	mgi:3606571	direct_annotation_to_the_hindlimb	NA	2	589	0.649909374456	618	NA	NA	NA	1:stac3	NA	NA	NA	NA
c1rl	mgi:2660692	direct_annotation_to_the_hindlimb	NA	17	329	5.28492055377	369	NA	NA	NA	NA	NA	NA	NA	NA
sox11	mgi:98359	direct_annotation_to_the_hindlimb	NA	3	549	0.957010785171	589	NA	NA	NA	2:sox11b,sox11a	NA	NA	NA	NA
galc	mgi:95636	direct_annotation_to_the_hindlimb	NA	7	456	3.08084498667	450	NA	NA	NA	2:galca,galcb	NA	NA	NA	NA
rps6kb1	mgi:1270849	direct_annotation_to_the_hindlimb	NA	34	230	13.038042316	231	NA	NA	NA	2:rps6kb1a,rps6kb1b	NA	NA	NA	NA
vps25	mgi:106354	direct_annotation_to_the_hindlimb	NA	1	627	0.340922178894	638	NA	NA	NA	1:vps25	NA	NA	NA	NA
slc5a1	mgi:107678	direct_annotation_to_the_hindlimb	NA	4	524	1.46272169611	538	NA	NA	NA	1:slc5a1	NA	NA	NA	NA
tg(hoxd9/lacz/neo)2ddu	mgi:2664899	direct_annotation_to_the_hindlimb	NA	3	549	0.992076006564	577	NA	NA	NA	NA	NA	NA	NA	NA
slc5a6	mgi:2660847	direct_annotation_to_the_hindlimb	NA	5	500	1.84269222094	508	NA	NA	NA	2:slc5a6b,slc5a6a	NA	NA	NA	NA
agtpbp1	mgi:2159437	direct_annotation_to_the_hindlimb	NA	1	627	0.304788078852	664	NA	NA	NA	1:agtpbp1	NA	NA	NA	NA
fembm5	mgi:2154763	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
fmgty8	mgi:3512925	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
ifitm5	mgi:1934923	direct_annotation_to_the_hindlimb	NA	5	500	1.76523026531	512	NA	NA	NA	1:ifitm5	NA	NA	NA	NA
frem2	mgi:2444465	direct_annotation_to_the_hindlimb	1:frem2	4	524	1.50470170725	537	frem2a	zdb-gene-081119-3	predicted	2:frem2b,frem2a	7	586	3.53658369412	577
islr	mgi:1349645	direct_annotation_to_the_hindlimb	NA	10	412	4.13837912088	405	NA	NA	NA	NA	NA	NA	NA	NA
ctnnb1	mgi:88276	direct_annotation_to_the_hindlimb	1:ctnnb1	161	6	72.1807837068	3	ctnnb1	zdb-gene-980526-362	predicted	1:ctnnb1	224	6	106.274937089	4
sc5d	mgi:1353611	direct_annotation_to_the_hindlimb	NA	4	524	1.8775600891	506	NA	NA	NA	1:sc5d	NA	NA	NA	NA
ccnf	mgi:102551	direct_annotation_to_the_hindlimb	NA	8	436	2.9916912481	453	NA	NA	NA	1:ccnf	NA	NA	NA	NA
fosl1	mgi:107179	direct_annotation_to_the_hindlimb	NA	60	141	23.3800353566	111	NA	NA	NA	2:fosl1a,fosl1b	NA	NA	NA	NA
arhgap10	mgi:1925764	direct_annotation_to_the_hindlimb	NA	2	589	0.849610832835	599	NA	NA	NA	1:arhgap10	NA	NA	NA	NA
irak3	mgi:1921164	direct_annotation_to_the_hindlimb	NA	30	249	10.5896338678	256	NA	NA	NA	1:irak3	NA	NA	NA	NA
lef1	mgi:96770	predicted	1:lef1	91	56	36.7073501498	53	lef1	zdb-gene-990714-26	predicted	1:lef1	79	250	35.6650401481	259
itgb1	mgi:96610	direct_annotation_to_the_hindlimb	NA	114	26	48.3951996161	25	NA	NA	NA	1:itgb1a	NA	NA	NA	NA
hpse	mgi:1343124	direct_annotation_to_the_hindlimb	NA	8	436	3.32916207449	440	NA	NA	NA	1:hpse	NA	NA	NA	NA
spon1	mgi:2385287	direct_annotation_to_the_hindlimb	NA	3	549	0.979362156924	583	NA	NA	NA	NA	NA	NA	NA	NA
ube2j1	mgi:1926245	direct_annotation_to_the_hindlimb	NA	8	436	2.74588828084	466	NA	NA	NA	1:ube2j1	NA	NA	NA	NA
twist1	mgi:98872	predicted	NA	70	85	25.5266317262	93	NA	NA	NA	2:twist1a,twist1b	NA	NA	NA	NA
smad2	mgi:108051	predicted	1:smad2	110	30	45.651381263	30	smad2	zdb-gene-990603-7	predicted	1:smad2	127	95	58.5213055415	92
smad3	mgi:1201674	direct_annotation_to_the_hindlimb	1:smad3	121	21	49.4433543252	22	smad3a	zdb-gene-000509-3	predicted	2:smad3a,smad3b	111	143	49.5402965827	150
smad3	mgi:1201674	direct_annotation_to_the_hindlimb	1:smad3	121	21	49.4433543252	22	smad3b	zdb-gene-030128-4	predicted	2:smad3a,smad3b	64	330	27.6166027409	333
del(2hoxd10-hoxd13)7ddu	mgi:3616160	direct_annotation_to_the_hindlimb	NA	3	549	1.07921959739	569	NA	NA	NA	NA	NA	NA	NA	NA
rnd3	mgi:1921444	direct_annotation_to_the_hindlimb	NA	23	277	7.95964848562	294	NA	NA	NA	1:rnd3b	NA	NA	NA	NA
ahsg	mgi:107189	direct_annotation_to_the_hindlimb	NA	20	299	8.3335484402	286	NA	NA	NA	NA	NA	NA	NA	NA
rgsc5	mgi:3798425	direct_annotation_to_the_hindlimb	NA	1	627	0.306947865552	659	NA	NA	NA	NA	NA	NA	NA	NA
npy1r	mgi:104963	direct_annotation_to_the_hindlimb	NA	8	436	3.93119944307	413	NA	NA	NA	1:npy1r	NA	NA	NA	NA
gpr17	mgi:3584514	direct_annotation_to_the_hindlimb	NA	6	480	2.90248910437	457	NA	NA	NA	1:gpr17	NA	NA	NA	NA
tnfsf11	mgi:1100089	direct_annotation_to_the_hindlimb	NA	93	52	40.3084952829	45	NA	NA	NA	1:tnfsf11	NA	NA	NA	NA
mir188	mgi:2676852	direct_annotation_to_the_hindlimb	NA	3	549	0.988551295929	581	NA	NA	NA	NA	NA	NA	NA	NA
isl1	mgi:101791	direct_annotation_to_the_hindlimb	NA	66	91	24.246926745	104	NA	NA	NA	1:isl1	NA	NA	NA	NA
tg(prnp-sod1*g37r,-psen1)110dbo	mgi:4849841	direct_annotation_to_the_hindlimb	NA	5	500	1.57835319924	526	NA	NA	NA	NA	NA	NA	NA	NA
epo	mgi:95407	direct_annotation_to_the_hindlimb	NA	55	165	21.767859409	118	NA	NA	NA	2:epob,epoa	NA	NA	NA	NA
gsc	mgi:95841	direct_annotation_to_the_hindlimb	NA	52	175	20.0370335868	130	NA	NA	NA	1:gsc	NA	NA	NA	NA
ddr2	mgi:1345277	direct_annotation_to_the_hindlimb	NA	13	370	4.39516509578	401	NA	NA	NA	2:ddr2a,ddr2b	NA	NA	NA	NA
p3h1	mgi:1888921	direct_annotation_to_the_hindlimb	NA	11	392	6.20286611886	344	NA	NA	NA	NA	NA	NA	NA	NA
wnt5b	mgi:98959	direct_annotation_to_the_hindlimb	NA	42	201	17.3859039375	193	NA	NA	NA	1:wnt5b	NA	NA	NA	NA
tg(bglap-ptn)1thg	mgi:2652093	direct_annotation_to_the_hindlimb	NA	1	627	0.306947865552	659	NA	NA	NA	NA	NA	NA	NA	NA
tg(sod1*h46r*h48q)139dbo	mgi:4452507	direct_annotation_to_the_hindlimb	NA	5	500	1.57835319924	526	NA	NA	NA	NA	NA	NA	NA	NA
col10a1	mgi:88445	direct_annotation_to_the_hindlimb	NA	54	167	22.2114684627	117	NA	NA	NA	1:col10a1a	NA	NA	NA	NA
ift140	mgi:2146906	direct_annotation_to_the_hindlimb	NA	6	480	3.25283208291	444	NA	NA	NA	1:ift140	NA	NA	NA	NA
bmp4	mgi:88180	direct_annotation_to_the_hindlimb	1:bmp4	142	13	63.998938719	10	bmp4	zdb-gene-980528-2059	predicted	1:bmp4	147	65	76.214995642	36
acvr1	mgi:87911	direct_annotation_to_the_hindlimb	NA	61	107	25.4178140809	96	NA	NA	NA	NA	NA	NA	NA	NA
bmp2	mgi:88177	predicted	1:bmp2	105	35	45.0360979893	32	bmp2b	zdb-gene-980526-474	predicted	2:bmp2b,bmp2a	135	83	68.2429444465	45
bmp2	mgi:88177	predicted	1:bmp2	105	35	45.0360979893	32	bmp2a	zdb-gene-980526-388	predicted	2:bmp2b,bmp2a	101	177	47.8326957482	165
chrng	mgi:87895	direct_annotation_to_the_hindlimb	NA	2	589	0.773215018211	602	NA	NA	NA	1:chrng	NA	NA	NA	NA
tch	mgi:98513	direct_annotation_to_the_hindlimb	NA	22	283	7.04017053575	314	NA	NA	NA	NA	NA	NA	NA	NA
pstpip2	mgi:1335088	direct_annotation_to_the_hindlimb	NA	1	627	0.371206002871	631	NA	NA	NA	1:pstpip2	NA	NA	NA	NA
ssbp2	mgi:1914220	direct_annotation_to_the_hindlimb	NA	2	589	0.682934260489	612	NA	NA	NA	1:ssbp2	NA	NA	NA	NA
fcsa7	mgi:2668941	direct_annotation_to_the_hindlimb	NA	61	107	19.6922901193	140	NA	NA	NA	NA	NA	NA	NA	NA
gabpb1	mgi:95611	direct_annotation_to_the_hindlimb	NA	3	549	1.16866113969	559	NA	NA	NA	1:gabpb1	NA	NA	NA	NA
rr29	mgi:5499537	direct_annotation_to_the_hindlimb	NA	6	480	1.87767518107	505	NA	NA	NA	NA	NA	NA	NA	NA
wnt10a	mgi:108071	direct_annotation_to_the_hindlimb	NA	29	251	13.401583527	226	NA	NA	NA	1:wnt10a	NA	NA	NA	NA
ptpn11	mgi:99511	direct_annotation_to_the_hindlimb	NA	73	82	33.6916493122	71	NA	NA	NA	1:ptpn11a	NA	NA	NA	NA
rsf1	mgi:2682305	direct_annotation_to_the_hindlimb	NA	1	627	0.307133852069	658	NA	NA	NA	3:rsf1b.1,rsf1a,rsf1b.2	NA	NA	NA	NA
apobec2	mgi:1343178	direct_annotation_to_the_hindlimb	NA	7	456	2.37729793896	483	NA	NA	NA	2:apobec2b,apobec2a	NA	NA	NA	NA
aktip	mgi:3693832	direct_annotation_to_the_hindlimb	NA	5	500	2.0612762569	495	NA	NA	NA	1:aktip	NA	NA	NA	NA
cbfb	mgi:99851	direct_annotation_to_the_hindlimb	NA	7	456	3.54697169791	432	NA	NA	NA	1:cbfb	NA	NA	NA	NA
chpf	mgi:106576	direct_annotation_to_the_hindlimb	NA	82	66	27.8601158473	85	NA	NA	NA	2:chpfa,chpfb	NA	NA	NA	NA
drd2	mgi:94924	direct_annotation_to_the_hindlimb	NA	17	329	7.50732623938	303	NA	NA	NA	2:drd2a,drd2b	NA	NA	NA	NA
xylt1	mgi:2451073	direct_annotation_to_the_hindlimb	NA	7	456	2.67532276337	472	NA	NA	NA	1:xylt1	NA	NA	NA	NA
klf7	mgi:1935151	direct_annotation_to_the_hindlimb	NA	2	589	0.680453978352	613	NA	NA	NA	2:klf7a,klf7b	NA	NA	NA	NA
nr1h2	mgi:1352463	direct_annotation_to_the_hindlimb	NA	13	370	4.71675707604	391	NA	NA	NA	NA	NA	NA	NA	NA
vdr	mgi:103076	direct_annotation_to_the_hindlimb	1:vdr	41	204	15.8149489886	202	vdra	zdb-gene-000210-31	predicted	2:vdra,vdrb	35	448	13.7381979545	454
vdr	mgi:103076	direct_annotation_to_the_hindlimb	1:vdr	41	204	15.8149489886	202	vdrb	zdb-gene-080403-10	predicted	2:vdra,vdrb	55	365	22.4408325163	388
tg(thy1-hspb1*p182l)#lvdb	mgi:5285197	direct_annotation_to_the_hindlimb	NA	3	549	0.964611589292	584	NA	NA	NA	NA	NA	NA	NA	NA
nrxn1	mgi:1096391	direct_annotation_to_the_hindlimb	NA	3	549	1.24691873567	553	NA	NA	NA	2:nrxn1b,nrxn1a	NA	NA	NA	NA
cyp26b1	mgi:2176159	direct_annotation_to_the_hindlimb	NA	13	370	5.02027780093	379	NA	NA	NA	1:cyp26b1	NA	NA	NA	NA
t	mgi:98472	direct_annotation_to_the_hindlimb	NA	26	257	9.57710482545	266	NA	NA	NA	2:tbxtb,tbxta	NA	NA	NA	NA
del(2hoxd9-hoxd10)14ddu	mgi:3616196	direct_annotation_to_the_hindlimb	NA	3	549	1.1019682337	565	NA	NA	NA	NA	NA	NA	NA	NA
gbe1	mgi:1921435	direct_annotation_to_the_hindlimb	NA	3	549	1.40812462929	542	NA	NA	NA	2:gbe1b,gbe1a	NA	NA	NA	NA
eif3c	mgi:1926966	direct_annotation_to_the_hindlimb	NA	2	589	0.91659319562	595	NA	NA	NA	1:eif3c	NA	NA	NA	NA
col11a1	mgi:88446	direct_annotation_to_the_hindlimb	1:col11a1	35	226	14.391822254	215	col11a1b	zdb-gene-070912-607	predicted	2:col11a1b,col11a1a	12	552	6.29647058823	545
col11a1	mgi:88446	direct_annotation_to_the_hindlimb	1:col11a1	35	226	14.391822254	215	col11a1a	zdb-gene-070209-167	predicted	2:col11a1b,col11a1a	11	560	5.99882352941	550
acan	mgi:99602	direct_annotation_to_the_hindlimb	NA	35	226	13.0754097099	230	NA	NA	NA	2:acanb,acana	NA	NA	NA	NA
satb2	mgi:2679336	direct_annotation_to_the_hindlimb	NA	9	430	3.39048084521	437	NA	NA	NA	NA	NA	NA	NA	NA
skmw18	mgi:3640576	direct_annotation_to_the_hindlimb	NA	18	314	6.49676335364	334	NA	NA	NA	NA	NA	NA	NA	NA
